--------- beginning of /dev/log/system 
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms 
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.234 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.234 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.234 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.242 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.242 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.289 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:37.289 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.contacts.activities.PeopleActivity
05-19 18:18:37.289 D/        (12519): [---null: -1---]  xxd111  info.title  EmdmContacts ,count is 0
05-19 18:18:37.289 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:37.289 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.browser.BrowserActivity
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  info.title  Safe Browser ,count is 0
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.launcher.ui.AboutActivity
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  info.title  About ,count is 0
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-19 18:18:37.297 D/        (12519): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.launcher.ui.SettingActivity
05-19 18:18:37.305 D/        (12519): [---null: -1---]  xxd111  info.title  Setting ,count is 0
05-19 18:18:37.313 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:18:37.313 V/l       (12519): Connected: com.pekall.exchange.ExchangeService
05-19 18:18:37.313 D/ExchangeService(12519): !!! EAS ExchangeService, onStartCommand, startingUp = false, running = false
05-19 18:18:37.313 D/ExchangeService(12519): to start secureStorageService now
05-19 18:18:37.313 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.313 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.313 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.313 W/ActivityManager(  374): Unable to start service Intent { act=pekall.intent.action.DOWNLOAD_APP (has extras) } U=0: not found
05-19 18:18:37.320 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.320 V/a       (12519): Bind requested for task test
05-19 18:18:37.320 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.320 V/l       (12519): Task setLogging completed; disconnecting
05-19 18:18:37.328 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.328 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.328 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.328 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.328 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.375 D/ExchangeService(12519): Reconciling accounts...
05-19 18:18:37.375 V/a       (12519): Bind requested for task reconcileAccounts
05-19 18:18:37.375 V/a       (12519): Waiting for task reconcileAccounts to complete...
05-19 18:18:37.430 I/ActivityManager(  374): Displayed com.pekall.emdm.launcher/.Launcher: +2s367ms
05-19 18:18:37.453 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.453 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.453 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.453 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.453 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.453 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.461 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.461 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.469 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.469 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.469 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.469 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.469 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.469 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.477 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.477 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.484 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.484 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.492 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.492 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.492 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.500 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:37.500 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:37.563 V/a       (12519): Connected: com.pekall.semail.service.AccountServiceInternal
05-19 18:18:37.570 V/a       (12519): Connected: com.pekall.semail.service.AccountServiceInternal
05-19 18:18:37.578 V/a       (12519): Connection test succeeded in 257ms
05-19 18:18:37.578 V/a       (12519): Task test completed; disconnecting
05-19 18:18:37.578 V/a       (12519): Task reconcileAccounts completed; disconnecting
05-19 18:18:37.586 V/a       (12519): Wait for reconcileAccounts finished in 205ms
05-19 18:18:37.586 D/ExchangeService(12519): !!! EAS ExchangeService, stopping self
05-19 18:18:37.594 D/ExchangeService(12519): !!! EAS ExchangeService, onDestroy
05-19 18:18:37.609 W/Settings(12519): Setting data_roaming has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
05-19 18:18:38.195 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:38.203 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:38.203 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:38.203 I/QueryController(16363): Matched selector: UiSelector[TEXT=Personal Mode] <<==>> [android.view.accessibility.AccessibilityNodeInfo@7f88a; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(190, 608 - 350, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Personal Mode; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-19 18:18:38.203 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:38.211 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:38.211 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.pekall.emdm.launcher/.Launcher} from pid 374
05-19 18:18:38.219 D/        (12519): [---null: -1---]  1111222  mLongAxisStartPadding110
05-19 18:18:38.219 D/        (12519): [---null: -1---]  11112223  heightSpecSize1094
05-19 18:18:38.219 D/        (12519): [---null: -1---]  11112223  mLongAxisStartPadding110
05-19 18:18:38.219 D/        (12519): [---null: -1---]  11112223  mLongAxisEndPadding110
05-19 18:18:38.227 D/        (12519): [---null: -1---]  11112223  mRows4
05-19 18:18:38.234 D/LauncherApplication(12519): [null:-1]->onActivityPaused
05-19 18:18:38.242 D/LauncherApplication(12519): [null:-1]->onActivityPaused  updateTime
05-19 18:18:38.258 D/        (12519): [---null: -1---]     awsa  onActivityResumed
05-19 18:18:38.258 V/LauncherApplication(12519): 2MdmConstant.LAST_LAUNCH_TIME = 1400494718251
05-19 18:18:38.281 D/        (12519): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-19 18:18:38.281 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:18:38.289 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:18:38.289 V/DefultSetContriller(12519): isPhoneDf = com.pekall.emdm.launcher
05-19 18:18:38.289 E/LauncherApplication(12519): isShowLogoutUI = true
05-19 18:18:38.289 E/LauncherApplication(12519): LogoutShowTime 1
05-19 18:18:38.289 V/Launcher(12519): onResume1111111 
05-19 18:18:38.289 V/Launcher(12519): is login ----> 
05-19 18:18:38.289 I/System.out(12519):  
05-19 18:18:38.289 I/System.out(12519): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-19 18:18:38.289 I/System.out(12519): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-19 18:18:38.289 I/System.out(12519): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-19 18:18:38.289 I/System.out(12519): android.app.Activity.performResume(Activity.java:5211)
05-19 18:18:38.289 I/System.out(12519): android.app.ActivityThread.performNewIntents(ActivityThread.java:2345)
05-19 18:18:38.289 I/System.out(12519): android.app.ActivityThread.handleNewIntent(ActivityThread.java:2352)
05-19 18:18:38.289 I/System.out(12519): android.app.ActivityThread.access$1400(ActivityThread.java:141)
05-19 18:18:38.289 I/System.out(12519): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1327)
05-19 18:18:38.289 I/System.out(12519): android.os.Handler.dispatchMessage(Handler.java:99)
05-19 18:18:38.289 I/System.out(12519): android.os.Looper.loop(Looper.java:137)
05-19 18:18:38.289 I/System.out(12519): android.app.ActivityThread.main(ActivityThread.java:5103)
05-19 18:18:38.289 I/System.out(12519): java.lang.reflect.Method.invokeNative(Native Method)
05-19 18:18:38.289 I/System.out(12519): java.lang.reflect.Method.invoke(Method.java:525)
05-19 18:18:38.289 I/System.out(12519): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-19 18:18:38.289 I/System.out(12519): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-19 18:18:38.289 I/System.out(12519): dalvik.system.NativeStart.main(Native Method)
05-19 18:18:38.547 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:38.625 D/dalvikvm(12519): GC_FOR_ALLOC freed 4241K, 10% free 83944K/92412K, paused 328ms, total 328ms
05-19 18:18:38.641 I/dalvikvm-heap(12519): Grow heap (frag case) to 85.336MB for 3415696-byte allocation
05-19 18:18:38.891 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:18:38.961 D/dalvikvm(12519): GC_FOR_ALLOC freed 3K, 9% free 87277K/95748K, paused 319ms, total 319ms
05-19 18:18:39.063 I/Choreographer(12519): Skipped 49 frames!  The application may be doing too much work on its main thread.
05-19 18:18:40.211 D/CommandManager(12519): [null:-1]->requestType: DeviceInformation
05-19 18:18:40.250 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): [null:-1]->update command 20b43fc2-b9b3-4c29-a098-c3a63081c2c8 to commandStatus <?xml version="1.0" encoding="UTF-8"?>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): <plist version="1.0">
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): <dict>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 	<key>QueryResponses</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 	<dict>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>deviceId</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>00013fbc8ecec5b90000014613abe64a</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>deviceSecurityStatus</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>root</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>diskTotal</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>0.0</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>diskUsed</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>0.0</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>displaySize</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>720x1184</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>freeDiskSize</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<integer>0</integer>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>freeRamSize</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<integer>28127232</integer>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>language</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>en-US</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>netSpeed</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<dict>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 			<key>downlink</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 			<real>4328734.333333333</real>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 			<key>uplink</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 			<real>2917742.6666666665</real>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		</dict>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>ramTotal</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>728023040</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>ramUsed</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>699895808</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>trafficBytes</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<integer>0</integer>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>AvailableDeviceCapacity</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<real>1.3436128E7</real>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>BuildVersion</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>REL</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>CanDisableSystemFunction</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<false/>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>CellularTechnology</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<integer>3</integer>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>CurrentCarrierNetwork</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string></string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>CurrentMCC</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>cn</string>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<key>CurrentMNC</key>
05-19 18:18:40.274 D/MdmDatabaseHelper(12519): 		<string>46001</string>
